DATE,TS,OPEN,CLOSE,HIGH,LOW,VOLUME
2016-08-10T15:53:00+00:00,1470844380000,579.0,579.0,579.0,579.0,1.0
2016-08-10T15:54:00+00:00,1470844440000,592.96,604.75,604.75,592.96,131.83820000000003
2016-08-10T15:55:00+00:00,1470844500000,604.75,600.0,604.75,600.0,89.43792561000001
2016-08-10T15:57:00+00:00,1470844620000,600.0,604.75,604.75,600.0,51.328199999999995
2016-08-10T15:58:00+00:00,1470844680000,604.75,604.75,604.75,604.75,4.5865
2016-08-10T15:59:00+00:00,1470844740000,604.75,604.75,604.75,600.57,275.43876766
